鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
岡山區,房地(土地+建物),高雄市岡山區?埔路211~240號,75.45,,鄉村區,乙種建築用地,1081016,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1090217,223.19,5,2,4,有,無,12760000,57171,,0.0,0,,RPOPMLRLNHPFFFE09CA,205.03,18.16,0.0,
岡山區,房地(土地+建物),高雄市岡山區?埔路181~210號,75.74,,鄉村區,乙種建築用地,1081208,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1090217,223.19,5,2,4,有,無,12860000,57619,,0.0,0,,RPPPMLRLNHPFFFE56CA,205.03,18.16,0.0,
岡山區,房地(土地+建物),高雄市岡山區?埔路181~210號,86.56,,鄉村區,乙種建築用地,1090215,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1090217,244.28,5,2,6,有,無,13000000,53218,,0.0,0,,RPQPMLRLNHPFFFE66CA,229.86,14.42,0.0,
楠梓區,房地(土地+建物),高雄市楠梓區德民路570巷1~30號,27.92,住,,,1090412,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0740509,107.44,3,2,2,有,無,3900000,36299,,0.0,0,,RPTOMLMLOHPFFEE98CA,80.83,9.36,0.0,
左營區,房地(土地+建物),高雄市左營區裕誠路181~210號,13.14,住,,,1090504,土地1建物1車位0,全,三層,透天厝,,鋼筋混凝土造,0730320,25.54,4,1,3,有,無,2000000,78309,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPWQMLNLOHPFFEE96CA,24.29,1.25,0.0,
左營區,建物,高雄市左營區曾子路181~210號,0.0,,,,1090501,土地0建物1車位0,全,一層,透天厝,商業用,見使用執照,0890830,154.83,0,1,1,有,無,1200000,7750,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLQKOHPFFEE88CA,154.83,0.0,0.0,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十街1~30號,13.77,商,,,1090410,土地1建物1車位1,六層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070502,165.5,3,2,2,有,有,6950000,41994,坡道平面,29.91,0,,RPXNMLOJOHPFFEE66CA,67.25,17.88,0.0,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區興西路121~150號,14.05,商,,,1090417,土地1建物1車位1,十六層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070105,163.87,3,2,2,有,有,8260000,50406,坡道平面,31.11,0,,RPSNMLOJOHPFFEE78CA,75.5,7.0,0.0,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區興西路121~150號,13.76,商,,,1090424,土地1建物1車位1,十八層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070105,160.11,3,2,2,有,有,7660000,47842,坡道平面,31.11,0,,RPTNMLOJOHPFFEE88CA,73.07,7.27,0.0,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區楠梓路269巷65弄1~30號,117.88,住,,,1090220,土地2建物1車位1,全,三層,透天厝,見其他登記事項,見其他登記事項,1080910,270.82,5,2,5,有,有,17540000,64766,坡道平面,0.0,0,,RPUNMLNJOHPFFEE88CA,185.23,11.95,0.0,
楠梓區,房地(土地+建物),高雄市楠梓區大學十七街361~390號,8.54,商,,,1090421,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050325,75.97,2,2,1,有,有,4150000,54627,,0.0,0,,RPWQMLPJOHPFFEE96CA,44.75,6.14,0.0,
楠梓區,房地(土地+建物),高雄市楠梓區德惠路151巷31~60號,90.88,住,,,1090504,土地1建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,1080528,218.9,4,2,3,有,無,24000000,109639,,0.0,0,,RPWOMLSJOHPFFEE07CA,202.2,16.7,0.0,
左營區,房地(土地+建物)+車位,高雄市左營區安吉街151~180號,14.76,住,,,1090518,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830518,136.55,2,2,1,有,無,4700000,34420,坡道平面,0.0,0,,RPUOMLMJOHPFFEE88CA,54.49,3.43,0.0,
左營區,房地(土地+建物),高雄市左營區新庄仔路481~510號,27.52,住,,,1090410,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0730402,73.91,3,2,2,有,無,2700000,36531,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLMJOHPFFEE38CA,72.29,1.62,0.0,
左營區,房地(土地+建物)+車位,高雄市左營區博愛四路151~180號,20.2,住,,,1090420,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951124,175.37,4,2,2,有,有,10520000,58556,坡道平面,21.33,1500000,,RPRNMLLMNHPFFEE58CA,96.42,10.66,0.0,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區高峰街61~90號,20.72,住,,,1090427,土地2建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070427,156.31,3,1,2,有,有,5820000,37234,坡道平面,31.16,0,,RPQQMLTLNHPFFEE86CA,78.12,5.69,0.0,
左營區,房地(土地+建物),高雄市左營區新莊一路181~210號,13.34,住,,,1090424,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940520,118.08000000000001,3,2,2,有,有,7500000,63516,,0.0,0,,RPTPMLTLNHPFFEE07CA,72.19,8.74,0.0,
左營區,房地(土地+建物)+車位,高雄市左營區明華一路271~300號,22.79,住,,,1090426,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0890623,167.62,3,2,2,有,有,10700000,58553,坡道平面,15.62,1800000,,RPPPMLTLNHPFFEE66CA,93.79,15.52,0.0,
楠梓區,房地(土地+建物),高雄市楠梓區興楠路151巷31~60號,76.0,住,,,1090423,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0821021,154.86,4,2,3,有,無,7000000,45202,,0.0,0,,RPVNMLQLNHPFFEE76CA,143.36,11.5,0.0,
左營區,房地(土地+建物),高雄市左營區大順一路241~270號,8.62,住,,,1090217,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850119,66.45,2,2,1,有,無,3600000,54176,,0.0,0,,RPWNMLSLNHPFFEE07CA,48.29,3.05,0.0,
左營區,房地(土地+建物)+車位,高雄市左營區重立路481~510號,25.39,住,,,1090418,土地1建物1車位2,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1061011,252.82,4,2,2,有,有,16280000,64394,坡道平面,47.82,0,,RPPOMLRLNHPFFEE98CA,102.72,30.51,0.0,
左營區,房地(土地+建物),高雄市左營區明華一路181~210號,5.81,商,,,1090506,土地1建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830530,58.46,2,2,1,有,有,3160000,54054,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSOMLRLNHPFFEE66CA,37.72,6.62,0.0,
左營區,房地(土地+建物),高雄市左營區重忠路1~30號,7.9,商,,,1090504,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940225,77.91,2,1,1,有,有,4150000,53267,,0.0,0,含增建或未登記建物。,RPXOMLSLNHPFFEE27CA,48.01,7.38,0.0,
左營區,房地(土地+建物),高雄市左營區新莊一路1~30號,10.2,住,,,1090413,土地1建物1車位0,七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840825,127.47,3,2,2,有,無,5000000,39225,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLSLNHPFFEE98CA,80.32,15.92,0.0,
三民區,房地(土地+建物)+車位,高雄市三民區褒忠街151~180號,23.21,商,,,1090427,土地2建物1車位2,八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981130,380.14,0,0,0,無,有,15800000,41564,坡道平面,0.0,0,,RPPOMLTKOHPFFDE09CA,203.82,37.57,0.0,
三民區,房地(土地+建物),高雄市三民區順昌街91~120號,4.96,商,,,1090423,土地1建物1車位0,五層,十二層,套房(1房1廳1衛),,鋼筋混凝土造,0701222,44.72,1,1,1,有,有,1200000,26834,,0.0,0,,RPTPMLSKOHPFFDE86CA,25.65,0.0,0.0,
三民區,房地(土地+建物),高雄市三民區金鼎路301~330號,11.37,住,,,1090425,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1090305,75.79,2,1,1,有,有,5350000,70590,,0.0,0,,RPWNMLRKOHPFFDE86CA,42.9,5.88,0.0,
三民區,房地(土地+建物)+車位,高雄市三民區金鼎路301~330號,13.65,住,,,1090329,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1090305,108.9,3,2,2,有,有,7300000,67034,坡道機械,19.87,0,,RPPQMLLKOHPFFDE48CA,51.49,5.82,0.0,
三民區,房地(土地+建物)+車位,高雄市三民區金鼎路301~330號,13.65,住,,,1090413,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1090305,127.07000000000001,3,2,2,有,有,7080000,55717,坡道平面,38.03,0,,RPRQMLLKOHPFFDE68CA,51.49,5.82,0.0,
三民區,房地(土地+建物)+車位,高雄市三民區金鼎路301~330號,11.37,住,,,1090420,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1090305,95.66,2,1,1,有,有,5900000,61677,坡道機械,19.87,0,,RPSQMLLKOHPFFDE78CA,42.9,5.88,0.0,
三民區,房地(土地+建物)+車位,高雄市三民區金鼎路301~330號,18.59,住,,,1090417,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1090305,158.9,3,2,2,有,有,9300000,58527,坡道平面,39.74,0,,RPTQMLLKOHPFFDE88CA,70.11,6.59,0.0,
三民區,房地(土地+建物)+車位,高雄市三民區金鼎路301~330號,18.76,住,,,1090317,土地1建物1車位1,一層，二層,十五層,店面(店鋪),見其它登記事項,鋼筋混凝土造,1090305,131.46,0,0,0,無,有,16000000,121710,坡道平面,38.03,0,,RPUQMLLKOHPFFDE98CA,70.84,0.0,0.0,
三民區,房地(土地+建物)+車位,高雄市三民區金鼎路301~330號,21.52,住,,,1090320,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1090305,174.04000000000002,3,2,2,有,有,10900000,62629,坡道平面,38.03,0,,RPVQMLLKOHPFFDE09CA,81.15,6.39,0.0,
三民區,房地(土地+建物)+車位,高雄市三民區金鼎路301~330號,21.52,住,,,1090412,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1090305,175.75,3,2,2,有,有,10950000,62304,坡道平面,39.74,0,,RPWQMLLKOHPFFDE56CA,81.15,6.39,0.0,
三民區,房地(土地+建物)+車位,高雄市三民區金鼎路301~330號,12.09,住,,,1090420,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1090305,99.64,2,1,1,有,有,6450000,64733,坡道機械,19.87,0,,RPXQMLLKOHPFFDE66CA,45.62,5.73,0.0,
三民區,房地(土地+建物)+車位,高雄市三民區金鼎路301~330號,13.65,住,,,1090417,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1090305,108.9,3,2,2,有,有,7150000,65657,坡道機械,19.87,0,,RPORMLLKOHPFFDE48CA,51.49,5.82,0.0,
三民區,房地(土地+建物),高雄市三民區金鼎路301~330號,11.37,住,,,1090427,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1090305,75.79,2,1,1,有,有,5300000,69930,,0.0,0,,RPPRMLLKOHPFFDE58CA,42.9,5.88,0.0,
三民區,房地(土地+建物),高雄市三民區正忠路241~270號,6.28,商,,,1090510,土地1建物1車位0,九層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840509,80.00999999999999,2,2,1,有,有,3500000,43745,,0.0,0,,RPTOMLTJOHPFFDE76CA,64.16,6.0,0.0,
三民區,房地(土地+建物),高雄市三民區南台路195巷1~30號,3.03,商,,,1090425,土地1建物1車位0,十九層,二十五層,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,0870929,40.16,1,1,1,有,有,2000000,49801,,0.0,0,,RPVOMLTJOHPFFDE96CA,25.47,2.42,0.0,
前鎮區,房地(土地+建物),高雄市前鎮區崗山中街110巷31~60號,42.0,住,,,1090515,土地1建物1車位0,全,一層,透天厝,住家用,磚造,0600810,52.7,2,2,2,有,無,2000000,37951,,0.0,0,,RPXOMLSKOHPFFCE07CA,52.7,0.0,0.0,
小港區,房地(土地+建物),高雄市小港區新豐街121~150號,25.65,住,,,1090420,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720317,80.94,3,2,2,有,無,1700000,21003,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLTKOHPFFCE98CA,75.18,5.76,0.0,
小港區,房地(土地+建物),高雄市小港區旭日街31~60號,33.89,住,,,1090422,土地1建物1車位0,一層，二層，騎樓，夾層,十四層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0830215,215.75,3,2,2,有,有,4200000,19467,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLMKOHPFFCE28CA,176.65,23.9,0.0,
小港區,房地(土地+建物),高雄市小港區山明路281巷1~30號,32.83,住,,,1090410,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680919,76.37,2,1,2,有,無,1600000,20951,,0.0,0,,RPXNMLNLOHPFFCE56CA,76.37,0.0,0.0,
三民區,房地(土地+建物)+車位,高雄市三民區鼎中路762巷61~90號,13.07,住,,,1090503,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960918,140.18,3,2,2,有,有,6480000,46226,坡道平面,16.61,0,,RPTOMLRLNHPFFDE66CA,79.22,8.02,0.0,
三民區,房地(土地+建物),高雄市三民區民族一路288巷6弄1~30號,67.79,商,,,1090415,土地1建物1車位0,全,三層,透天厝,,鋼筋混凝土造,0670524,123.63,4,2,3,有,無,6600000,53385,,0.0,0,雙方約定土地增值稅82492元由承買人負擔。訂立契約後，賣方同意再折讓60萬元，成交價改為600萬元。,RPSNMLLJOHPFFDE38CA,123.63,0.0,0.0,
三民區,房地(土地+建物)+車位,高雄市三民區褒揚街271~300號,19.09,商,,,1090422,土地1建物1車位1,十九層，夾層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861211,219.04999999999998,5,2,2,有,有,10000000,45652,坡道平面,17.83,0,,RPVNMLLJOHPFFDE68CA,120.55,49.84,0.0,
三民區,房地(土地+建物),高雄市三民區壽昌路301巷1~30號,68.0,住,,,1090426,土地1建物1車位0,全,四層,透天厝,,鋼筋混凝土造,0730710,157.75,5,2,5,有,無,12400000,78605,,0.0,0,有翻新、增建,RPSOMLLJOHPFFDE48CA,151.83,5.92,0.0,
苓雅區,房地(土地+建物),高雄市苓雅區正言路31~60號,4.46,商,,,1090430,土地1建物1車位0,七層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0820416,39.72,1,1,1,有,無,1400000,35247,,0.0,0,,RPVOMLTLOHPFFBE96CA,28.12,3.0,0.0,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區安溪路31~60號,32.02,住,,,1090505,土地1建物1車位3,十一層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080124,241.35000000000002,3,2,2,有,有,13000000,68799,坡道平面,109.08,3900000,,RPQQMLTLOHPFFBE66CA,60.48,21.6,0.0,
苓雅區,房地(土地+建物),高雄市苓雅區文橫二路1~30號,5.59,商,,,1090501,土地1建物1車位0,六層,十二層,套房(1房1廳1衛),,鋼筋混凝土造,0710430,51.49,0,0,0,無,有,2280000,44280,,0.0,0,,RPRPMLLKOHPFFBE38CA,33.11,6.64,0.0,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區澄清路181~210號,13.62,住,,,1090405,土地1建物1車位1,六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850708,133.09,3,2,2,有,有,5720000,42978,坡道機械,0.0,0,,RPSOMLTJOHPFFBE09CA,82.63,18.37,0.0,
苓雅區,土地,五權段421~450地號,55.0,住,,,1090414,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4380000,79636,,0.0,0,含增建或未登記建物。;,RPQPMLSJOHPFFBE88CA,0.0,0.0,0.0,
苓雅區,房地(土地+建物),高雄市苓雅區憲法路1~30號,101.58,住,,,1090508,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1080531,342.35,5,2,6,有,無,26000000,75946,,0.0,0,本件為持分買賣案件。,RPWOMLSJOHPFFBE76CA,309.82,32.53,0.0,
小港區,房地(土地+建物),高雄市小港區宏偉街1~30號,23.38,住,,,1090424,土地2建物1車位0,一層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860430,118.03,3,2,2,有,有,5250000,44480,,0.0,0,含增建或未登記建物。;,RPRNMLNJOHPFFCE38CA,82.35,0.0,0.0,
前鎮區,房地(土地+建物),高雄市前鎮區民權二路61~90號,9.68,住,,,1090428,土地2建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780510,92.02,2,1,1,有,有,4380000,47598,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTOMLNJOHPFFCE68CA,59.89,7.83,0.0,
前鎮區,房地(土地+建物),高雄市前鎮區精忠街151~180號,29.93,住,,,1090507,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0660623,83.5,3,2,2,有,無,3450000,41317,,0.0,0,,RPVNMLSLNHPFFCE76CA,83.5,0.0,0.0,
小港區,房地(土地+建物),高雄市小港區永順街1~30號,25.24,商,,,1090427,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0730613,74.49,3,2,2,有,無,2650000,35575,,0.0,0,,RPSOMLSLNHPFFCE56CA,74.49,0.0,0.0,
小港區,房地(土地+建物),高雄市小港區山田路36巷1~30號,80.18,住,,,1080908,土地2建物1車位0,全,四層,透天厝,見其它登記事項,見其它登記事項,1090215,157.96,4,2,4,有,無,12200000,77235,,0.0,0,,RPVOMLLJOHPFFCE68CA,156.01,1.95,0.0,
小港區,房地(土地+建物),高雄市小港區山田路36巷1~30號,87.18,住,,,1080521,土地2建物1車位0,全,四層,透天厝,見其它登記事項,見其它登記事項,1090215,157.96,4,2,4,有,無,12600000,79767,,0.0,0,,RPWOMLLJOHPFFCE78CA,156.01,1.95,0.0,
小港區,房地(土地+建物),高雄市小港區山田路36巷1~30號,86.18,住,,,1080630,土地2建物1車位0,全,四層,透天厝,見其它登記事項,見其它登記事項,1090215,157.96,4,2,4,有,無,12600000,79767,,0.0,0,,RPXOMLLJOHPFFCE88CA,156.01,1.95,0.0,
小港區,房地(土地+建物),高雄市小港區山田路1~30號,119.18,住,,,1080306,土地2建物1車位0,全,四層,透天厝,見其它登記事項,見其它登記事項,1090215,216.75,5,2,4,有,無,16000000,73818,,0.0,0,,RPOPMLLJOHPFFCE08CA,193.53,23.22,0.0,
小港區,房地(土地+建物),高雄市小港區平和十路5巷1弄1~30號,24.11,住,,,1090505,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0730106,84.77,3,2,2,有,無,2100000,24773,,0.0,0,,RPTOMLRLNHPFFCE56CA,67.31,7.01,0.0,
前鎮區,房地(土地+建物),高雄市前鎮區鎮東二街1~30號,59.0,住,,,1090505,土地1建物1車位0,全,二層,透天厝,,加強磚造,0560601,83.78,3,2,2,有,無,5350000,63858,,0.0,0,,RPSNMLSLNHPFFCE09CA,83.78,0.0,0.0,
小港區,房地(土地+建物),高雄市小港區松興路132巷1~30號,65.0,住,,,1090411,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0681205,85.82,0,0,0,無,無,4020000,46842,,0.0,0,,RPWNMLRLNHPFFCE76CA,85.82,0.0,0.0,
小港區,房地(土地+建物),高雄市小港區崇明街91~120號,15.0,住,,,1090422,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0690417,46.41,3,2,1,有,無,1420000,30597,,0.0,0,,RPXNMLRLNHPFFCE86CA,46.41,0.0,0.0,
苓雅區,房地(土地+建物),高雄市苓雅區武廟路71巷1~30號,23.8,商,,,1090513,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0700521,86.03,3,2,2,有,無,3200000,37196,,0.0,0,,RPQOMLRLNHPFFBE78CA,86.03,0.0,0.0,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區正義路161巷31~60號,13.82,住,,,1090508,土地1建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840724,98.19,3,2,2,有,有,4200000,42774,坡道機械,0.0,0,,RPXNMLRLNHPFFBE76CA,62.07,8.52,0.0,
新興區,房地(土地+建物)+車位,高雄市新興區八德一路181~210號,11.59,商,,,1090511,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090227,157.68,3,2,2,有,有,11800000,74835,坡道平面,17.34,0,,RPPNMLRLNHPFFBE58CA,76.89,13.49,0.0,
新興區,房地(土地+建物)+車位,高雄市新興區八德一路181~210號,11.59,商,,,1090511,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090227,157.68,3,2,2,有,有,10700000,67859,坡道機械,17.34,0,,RPQNMLRLNHPFFBE68CA,76.89,13.49,0.0,
苓雅區,房地(土地+建物),高雄市苓雅區青年二路1~30號,4.06,商,,,1090506,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830929,57.89,1,1,1,有,有,2560000,44222,,0.0,0,,RPUOMLSLNHPFFBE66CA,35.62,4.38,0.0,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍水二路91~120號,19.66,住,,,1090412,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040513,218.95,3,2,2,有,有,16280000,74355,坡道平面,19.9,0,,RPWOMLMKOHPFFAE78CA,116.26,13.81,0.0,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區河西一路1441~1470號,10.36,住,,,1090425,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960510,84.26,2,2,1,有,有,6150000,72988,坡道機械,8.25,0,,RPXOMLSJOHPFFAE76CA,42.74,7.75,0.0,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東六街181~210號,13.45,商,,,1090504,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930224,112.21,2,2,1,有,有,6300000,56145,坡道機械,0.0,0,,RPPOMLRKOHPFFAE58CA,57.94,8.19,0.0,
鼓山區,房地(土地+建物),高雄市鼓山區華泰路301~330號,40.85,住,,,1090426,土地1建物1車位0,一層，二層，三層，騎樓,十四層,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0800322,204.89,4,2,3,有,有,11000000,53687,,0.0,0,含增建或未登記建物。;,RPSOMLRKOHPFFAE88CA,149.11,30.71,0.0,
鼓山區,房地(土地+建物),高雄市鼓山區美術東二路481~510號,12.11,住,,,1090402,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931208,79.25,2,1,1,有,有,5200000,65615,,0.0,0,,RPUOMLRKOHPFFAE09CA,51.91,5.09,0.0,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍勝路31~60號,17.53,商,,,1090425,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931126,177.43,3,2,2,有,有,13000000,73268,坡道平面,0.0,0,,RPQOMLTLNHPFFAE88CA,90.92,13.35,0.0,
前金區,房地(土地+建物),高雄市前金區自強一路139巷31~60號,24.0,商,,,1090318,土地4建物1車位0,五層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0730303,73.89,3,2,2,有,無,1700000,23007,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLLJOHPFFAE08CA,73.89,0.0,0.0,
鼓山區,房地(土地+建物),高雄市鼓山區昌盛路1~30號,8.26,住,,,1090518,土地1建物1車位0,五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841106,90.85,2,1,1,有,有,4390000,48321,,0.0,0,,RPWNMLQLNHPFFAE09CA,59.37,8.16,0.0,
鼓山區,房地(土地+建物),高雄市鼓山區建榮路191巷1弄1~30號,27.39,住,,,1090408,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0731114,90.03,3,2,2,有,無,2300000,25547,,0.0,0,,RPSNMLRLNHPFFAE78CA,80.86,9.17,0.0,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區文信路331~360號,13.93,商,,,1090405,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970711,163.38,3,2,2,有,有,9450000,57841,坡道平面,31.52,0,含增建或未登記建物。;含增建或未登記建物。,RPROMLRLNHPFFAE78CA,81.2,13.04,0.0,
鼓山區,房地(土地+建物),高雄市鼓山區美術東四路451~480號,6.09,商,,,1090519,土地1建物1車位0,三層,十五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980325,62.989999999999995,1,1,1,有,有,3450000,54771,,0.0,0,,RPUNMLSLNHPFFAE09CA,41.73,1.28,0.0,
前金區,房地(土地+建物)+車位,高雄市前金區瑞源路31~60號,25.02,住,,,1090512,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),,鋼筋混凝土造,0730210,109.25999999999999,3,2,2,有,有,4500000,41186,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPWNMLSLNHPFFAE66CA,85.25,8.91,0.0,
鼓山區,車位,高雄市鼓山區青海路271~300號,7.83,住,,,1090513,土地0建物0車位2,,,其他,,,,55.7,0,0,0,有,有,3000000,,坡道平面,54.02,3000000,單獨車位交易。;單獨車位交易。,RPWNMLNJOHPFFAE68CA,0.0,0.0,0.0,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區鼓山二路37巷31~60號,29.7,住,,,1090504,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1081122,187.26999999999998,3,2,2,有,有,12380000,69168,坡道平面,32.14,1650000,,RPTNMLNJOHPFFAE38CA,71.14,30.03,0.0,
