鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
文山區,房地(土地+建物),臺北市文山區辛亥路七段84巷22弄1~30號,25.25,住,,,1090224,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660829,80.04,4,2,2,有,無,10200000,127436,,0.0,0,,RPVNMLLJOHPFFAA08DA,67.04,0.0,13.0,
大安區,房地(土地+建物)+車位,臺北市大安區青田街12巷1~30號,48.53,住,,,1090117,土地1建物1車位2,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060725,438.06,0,0,0,無,有,141660000,378083,坡道平面,79.25,6000000,,RPPNMLRJOHPFFFA48CA,186.17,24.38,11.27,
大安區,房地(土地+建物),臺北市大安區信義路四段265巷1~30號,9.74,住,,,1090414,土地1建物1車位0,四層,十三層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0980212,51.82000000000001,1,1,1,有,有,13800000,266306,,0.0,0,,RPOOMLLLNHPFFFA97CA,30.21,0.0,3.06,
大安區,房地(土地+建物),臺北市大安區四維路170巷31~60號,7.69,住,,,1090418,土地1建物1車位0,七層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980115,40.72,1,1,1,有,有,11300000,277505,,0.0,0,含增建或未登記建物。;,RPPNMLPLNHPFFFA38CA,21.38,2.31,2.67,
大安區,房地(土地+建物),臺北市大安區基隆路二段181~210號,3.02,商,,,1090428,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980109,35.2,1,1,1,有,有,9500000,269886,,0.0,0,,RPSNMLRLNHPFFFA88CA,20.05,0.74,2.1,
大安區,房地(土地+建物)+車位,臺北市大安區敦化南路一段252巷1~30號,16.6,住,,,1090224,土地1建物1車位1,六層，七層，夾層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821028,112.57000000000001,2,2,2,有,有,28220000,250688,升降平面,0.0,2500000,含增建或未登記建物。;,RPPOMLRLNHPFFFA68CA,79.79,4.41,0.0,
大安區,房地(土地+建物),臺北市大安區建國南路一段307巷1~30號,16.02,住,,,1090427,土地2建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760226,104.92,3,2,2,有,有,27550000,262581,,0.0,0,,RPUOMLKLOHPFFFA58CA,92.41,1.23,11.28,
大安區,房地(土地+建物),臺北市大安區和平東路一段199巷5弄1~30號,1.24,住,,,1090513,土地15建物1車位0,一層,七層,套房(1房1廳1衛),見使用執照,鋼筋混凝土造,0690526,6.63,1,1,1,有,有,2000000,301659,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPOMLTJOHPFFFA78CA,4.58,0.0,0.76,
大安區,房地(土地+建物),臺北市大安區瑞安街121~150號,11.29,住,,,1090413,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0711126,62.96,2,2,1,有,無,15500000,246188,,0.0,0,含增建或未登記建物。;,RPSNMLPKOHPFFFA68CA,44.13,0.0,11.09,
內湖區,房地(土地+建物),臺北市內湖區康寧路三段75巷186弄91~120號,79.9,住,,,1090404,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0900817,146.01,3,2,2,有,有,19280000,132046,,0.0,0,,RPOPMLQLNHPFFCA38DA,82.99,2.59,11.58,
內湖區,房地(土地+建物),臺北市內湖區金豐街31~60號,22.67,其他,,,1081229,土地1建物1車位0,九層,十層,其他,見其他登記事項,鋼筋混凝土造,0991124,81.99000000000001,2,2,1,有,有,12000000,146359,,0.0,0,,RPPPMLQLNHPFFCA48DA,51.66,2.4,0.0,
中山區,房地(土地+建物),臺北市中山區南京東路一段61~90號,6.06,商,,,1090415,土地1建物1車位0,八層,十一層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0890721,47.269999999999996,1,1,1,有,有,10750000,227417,,0.0,0,含增建或未登記建物。,RPUQMLQLNHPFFCA09DA,28.98,0.0,4.56,
內湖區,房地(土地+建物),臺北市內湖區文德路171巷9弄1~30號,34.0,住,,,1090401,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740410,125.66,4,2,2,有,有,17290000,137594,,0.0,0,,RPSOMLQLNHPFFCA68DA,107.24,0.0,8.81,
中山區,房地(土地+建物)+車位,臺北市中山區建國北路二段1~30號,13.52,住,,,1090421,土地2建物1車位1,八層,十四層,辦公商業大樓,商業用,鋼筋混凝土造,0950713,104.38999999999999,2,2,1,有,有,20300000,230567,坡道平面,28.49,2800000,含增建或未登記建物。,RPTRMLRLNHPFFCA56DA,60.53,1.03,4.1,
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段180巷61~90號,51.78,住,,,1090323,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060329,113.61,0,1,1,有,有,21100000,185723,坡道機械,0.0,1500000,,RPOUMLPLNHPFFCA78DA,52.94,1.63,5.74,
中山區,車位,臺北市中山區長安東路二段151~180號,1.23,商,,,1090516,土地0建物0車位1,地下二層,十二層,其他,見使用執照,鋼筋混凝土造,0771026,34.7,0,0,0,有,有,1680000,,升降平面,34.7,1680000,單獨車位交易。;,RPSOMLLLNHPFFCA18DA,0.0,0.0,0.0,
內湖區,房地(土地+建物),臺北市內湖區康寧路三段189巷31~60號,32.03,住,,,1090411,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741004,113.87,4,2,2,有,無,14800000,129973,,0.0,0,含增建或未登記建物。,RPQPMLPLNHPFFCA48DA,93.56,0.54,8.79,
內湖區,房地(土地+建物),臺北市內湖區內湖路一段323巷15弄1~30號,25.5,住,,,1090401,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661111,72.14,2,2,1,有,無,12120000,168007,,0.0,0,親友、員工或其他特殊關係間之交易。;權利人共2人，二親等間買賣。,RPPQMLSLNHPFFCA78DA,61.71,0.0,10.43,
中山區,房地(土地+建物)+車位,臺北市中山區長安東路一段56巷1弄31~60號,38.26,商,,,1090307,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0981112,215.10000000000002,3,2,2,有,有,37100000,224800,坡道平面,62.52,2800000,含增建或未登記建物。;,RPTRMLMJOHPFFCA58DA,86.66,2.93,9.7,
中山區,房地(土地+建物),臺北市中山區合江街127巷1~30號,27.53,住,,,1090417,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681229,106.69,3,2,2,有,無,18680000,175087,,0.0,0,含增建或未登記建物。,RPPOMLPJOHPFFCA18DA,94.8,0.0,11.89,
北投區,房地(土地+建物)+車位,臺北市北投區知行路241~270號,13.74,住,,,1090420,土地1建物1車位1,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000722,88.80000000000001,2,2,1,有,有,11500000,145480,塔式車位,18.0,1200000,含增建或未登記建物。,RPUOMLQLNHPFFEA09DA,36.75,6.05,4.3,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段117巷31~60號,33.2,住,,,1090423,土地1建物1車位1,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070502,204.07,2,2,2,有,有,37080000,209054,坡道平面,41.05,3000000,,RPRPMLSLNHPFFEA09DA,93.76,6.33,9.82,
士林區,房地(土地+建物),臺北市士林區社子街22巷47弄1~30號,29.0,住,,,1090418,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0590610,72.8,0,0,0,無,無,6000000,82418,,0.0,0,含增建或未登記建物。,RPWOMLTLNHPFFEA96DA,72.8,0.0,0.0,
北投區,房地(土地+建物)+車位,臺北市北投區天母西路121~150號,35.89,商,,,1081124,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0980821,189.42000000000002,3,2,2,有,有,38000000,200612,一樓平面,0.0,3500000,含增建或未登記建物。權利人二人,RPQOMLPLNHPFFEA58DA,90.91,23.05,9.27,
北投區,房地(土地+建物),臺北市北投區中央北路二段1~30號,17.0,住,,,1090419,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660804,86.45,3,2,1,有,無,9360000,108271,,0.0,0,,RPSOMLLLNHPFFEA38DA,80.8,0.0,5.65,
士林區,房地(土地+建物),臺北市士林區德行西路121~150號,32.79,住,,,1090414,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680122,112.28,2,2,2,有,無,21000000,187032,,0.0,0,,RPUOMLLLNHPFFEA58DA,104.38,0.0,7.9,
松山區,房地(土地+建物),臺北市松山區八德路四段181巷17弄1~30號,26.0,住,,,1090404,土地2建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640510,70.54,2,1,1,有,無,16880000,239297,,0.0,0,含增建或未登記建物。;,RPORMLPLNHPFFDA58DA,70.54,0.0,0.0,
信義區,土地,永春段一小段1~30地號,9.79,其他,,,1090508,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,372095,38008,,0.0,0,包含公共設施保留地之交易。;,RPWOMLMLNHPFFDA78DA,0.0,0.0,0.0,
南港區,房地(土地+建物),臺北市南港區重陽路1~30號,28.59,住,,,1090416,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700710,93.89,3,2,2,有,無,13800000,146981,,0.0,0,含增建或未登記建物。;,RPRPMLMJOHPFFDA28DA,82.43,0.0,11.46,
士林區,房地(土地+建物)+車位,臺北市士林區士東路200巷61~90號,46.2,住,,,1090501,土地2建物2車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980720,312.55,4,2,2,有,有,64000000,204767,坡道平面,3.53,0,,RPOPMLQKPHPFFEA68DA,135.3,16.27,13.24,
大安區,房地(土地+建物),臺北市大安區忠孝東路四段181~210號,5.21,其他,,,1090415,土地2建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0680629,57.0,3,1,1,有,有,15000000,263158,,0.0,0,,RPRNMLNJOHPFFFA38DA,50.05,0.0,0.0,
信義區,房地(土地+建物),臺北市信義區和平東路三段151~180號,9.1,商,,,1090426,土地2建物1車位0,十層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970205,45.55,1,1,1,有,有,11500000,252470,,0.0,0,含增建或未登記建物。,RPXQMLLJOHPFFDA88DA,27.26,0.0,3.23,
信義區,房地(土地+建物),臺北市信義區永吉路200巷41弄1~30號,41.75,住,,,1090418,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0711217,183.08,6,2,2,有,無,31000000,169325,,0.0,0,含增建或未登記建物。,RPSNMLLJOHPFFDA08DA,126.54,0.0,25.27,
南港區,房地(土地+建物),臺北市南港區南港路二段38巷31~60號,26.14,住,,,1090425,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971201,121.1,3,2,2,有,有,25880000,213708,,0.0,0,含增建或未登記建物。,RPVQMLMJOHPFFDA78DA,69.37,0.0,8.86,
南港區,房地(土地+建物)+車位,臺北市南港區南港路三段50巷1~30號,67.37,工,,,1090324,土地1建物1車位1,一層,五層,工廠,工業用,鋼筋混凝土造,0780915,368.33,0,2,4,有,有,56000000,,坡道平面,0.0,0,含增建或未登記建物。,RPSPMLNJOHPFFDA48DA,252.19,35.7,0.0,
松山區,房地(土地+建物),臺北市松山區撫遠街376巷1~30號,38.88,住,,,1090420,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630725,97.17,4,2,2,有,無,22000000,226407,,0.0,0,,RPTNMLPLNHPFFDA68DA,97.17,0.0,0.0,
信義區,車位,臺北市信義區忠孝東路五段295巷6弄1~30號,2.37,住,,,1090505,土地0建物0車位1,地下二層,六層,其他,停車空間,鋼筋混凝土造,0831217,19.04,0,0,0,有,有,880000,,升降機械,19.04,880000,單獨車位交易。;,RPROMLPLNHPFFDA58DA,0.0,0.0,0.0,
信義區,土地,三興段二小段421~450地號,92.0,其他,,,1090512,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6295560,68430,,0.0,0,,RPPPMLPLNHPFFDA48DA,0.0,0.0,0.0,
松山區,房地(土地+建物),臺北市松山區撫遠街399巷1~30號,32.62,住,,,1090409,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630502,88.24,3,1,1,有,無,16880000,191296,,0.0,0,,RPPNMLQLNHPFFDA38DA,80.9,0.0,7.34,
南港區,房地(土地+建物)+車位,臺北市南港區經貿一路31~60號,17.37,住,,,1090320,土地1建物1車位1,二層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0981001,54.85,1,1,1,有,有,8800000,193263,坡道機械,18.63,1800000,含增建或未登記建物。,RPROMLQLNHPFFDA68DA,20.91,0.92,1.63,
北投區,房地(土地+建物),臺北市北投區石牌路一段166巷31~60號,25.29,住,,,1090501,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970711,122.24000000000001,3,3,3,有,有,25900000,211878,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLPLNHPFFEA38DA,61.69,3.61,11.42,
士林區,房地(土地+建物),臺北市士林區通河東街一段167巷16弄1~30號,24.25,住,,,1090512,土地1建物3車位0,一層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0590515,60.35,2,1,1,有,無,5200000,86164,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLPLNHPFFEA58DA,60.35,0.0,0.0,
北投區,房地(土地+建物),臺北市北投區溫泉路61~90號,3.49,其他,,,1090506,土地1建物1車位0,二層,七層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0700218,26.5,1,1,1,有,有,2300000,86792,,0.0,0,含增建或未登記建物。,RPPOMLLJOHPFFEA97DA,18.85,0.0,4.02,
中山區,車位,臺北市中山區新生北路三段1~30號,0.13,住,,,1090505,土地0建物0車位1,三層,十二層,其他,商業用,鋼筋混凝土造,0950209,17.2,0,0,0,有,有,1150000,,坡道機械,0.0,1150000,,RPSOMLTKOHPFFCA98DA,0.0,0.0,0.0,
內湖區,房地(土地+建物)+車位,臺北市內湖區金湖路367巷3弄1~30號,32.36,住,,,1090502,土地1建物1車位1,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950321,182.70999999999998,4,2,2,有,有,32200000,219593,坡道平面,47.46,2500000,含增建或未登記建物。,RPVOMLQLNHPFFCA98DA,84.43,4.82,9.89,
萬華區,房地(土地+建物),臺北市萬華區康定路211~240號,3.18,商,,,1090325,土地3建物1車位0,十層,十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,,28.91,1,1,1,有,有,3000000,103770,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVNMLTKOHPFFBA09DA,22.12,0.0,1.66,
大安區,房地(土地+建物),臺北市大安區羅斯福路三段61~90號,15.25,商,,,1090427,土地2建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0751009,149.69,4,2,2,有,有,11500000,76825,,0.0,0,親友、員工或其他特殊關係間之交易。;二親等間親屬之買賣姓名有特殊字以○代替,RPTNMLRLNHPFFFA98CA,122.7,0.0,19.07,
大安區,房地(土地+建物)+車位,臺北市大安區金華街106巷1~30號,18.98,住,,,1090414,土地1建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030513,98.86,2,2,1,有,無,24680000,249646,塔式車位,28.76,0,含增建或未登記建物。;,RPUPMLPLNHPFFFA09CA,31.68,0.0,13.31,
大安區,房地(土地+建物),臺北市大安區瑞安街121~150號,48.75,住,,,1090311,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600906,132.84,3,2,2,有,無,22200000,167118,,0.0,0,,RPUNMLPLNHPFFFA88CA,114.38,0.0,18.46,
大安區,房地(土地+建物),臺北市大安區瑞安街121~150號,48.75,住,,,1090311,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600906,132.84,3,2,2,有,無,21500000,161849,,0.0,0,,RPVNMLPLNHPFFFA98CA,114.38,0.0,18.46,
大安區,房地(土地+建物),臺北市大安區和平東路三段91~120號,3.58,商,,,1090427,土地2建物1車位0,七層,十二層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0930409,32.28,1,1,1,有,有,9150000,283457,,0.0,0,含增建或未登記建物。;,RPROMLPLNHPFFFA68CA,18.18,0.0,2.93,
大安區,房地(土地+建物),臺北市大安區建國南路二段25巷1~30號,21.55,住,,,1090224,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740109,99.67999999999999,1,2,2,有,無,25500000,255819,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPWOMLPLNHPFFFA56CA,72.05,0.0,13.39,
大安區,房地(土地+建物),臺北市大安區樂利路1~30號,31.2,住,,,1090401,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740311,161.18,3,2,2,有,無,39350000,244137,,0.0,0,,RPOOMLRLNHPFFFA58CA,121.78,0.0,31.77,
中正區,房地(土地+建物),臺北市中正區南昌路一段54巷7弄1~30號,25.1,住,,,1090423,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720906,111.09,3,2,2,有,有,22650000,203889,,0.0,0,,RPXPMLLJOHPFFAA48DA,75.21,0.0,7.72,
文山區,土地,興隆段二小段211~240地號,46.0,其他,,,1090501,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,450000,9783,,0.0,0,,RPQNMLSLNHPFFAA38DA,0.0,0.0,0.0,
文山區,車位,臺北市文山區興隆路三段121~150號,0.1,住,,,1090411,土地0建物0車位1,一層,十層,其他,住家用,鋼筋混凝土造,0970523,35.71,0,0,0,有,有,1950000,,坡道平面,0.0,1950000,,RPUNMLPJOHPFFAA38DA,0.0,0.0,0.0,
文山區,土地,木柵段二小段451~480地號,1.13,住,,,1090514,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,450000,398230,,0.0,0,,RPWOMLRKOHPFFAA98DA,0.0,0.0,0.0,
大安區,房地(土地+建物),臺北市大安區敦化南路一段177巷31~60號,14.21,住,,,1090206,土地1建物1車位0,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090309,75.92,2,2,1,有,有,28890000,380532,,0.0,0,本件係關係企業交易,RPRNMLKMPHPFFFA38CA,38.28,2.61,4.79,
大安區,房地(土地+建物),臺北市大安區敦化南路一段177巷31~60號,14.69,住,,,1090206,土地1建物1車位0,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090309,78.56,2,2,1,有,有,30690000,390657,,0.0,0,本件係關係企業交易,RPSNMLKMPHPFFFA48CA,38.28,4.2,4.79,
大安區,房地(土地+建物)+車位,臺北市大安區敦化南路一段177巷31~60號,11.23,住,,,1090206,土地1建物1車位2,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090309,99.94,2,2,1,有,有,27350000,273664,塔式車位,0.0,4800000,本件係關係企業交易,RPTNMLKMPHPFFFA58CA,31.72,2.95,1.27,
大安區,房地(土地+建物),臺北市大安區敦化南路一段177巷31~60號,14.66,住,,,1090206,土地1建物1車位0,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090309,78.48,2,2,1,有,有,29640000,377676,,0.0,0,本件係關係企業交易,RPUNMLKMPHPFFFA68CA,38.28,3.72,5.22,
士林區,房地(土地+建物),臺北市士林區中山北路五段850巷1~30號,33.43,住,,,1090419,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690703,121.56,3,2,2,有,無,18000000,148075,,0.0,0,,RPSPMLTKOHPFFEA56CA,102.8,0.0,11.12,
北投區,房地(土地+建物)+車位,臺北市北投區稻香路161巷1~30號,38.26,住,,,1090327,土地1建物1車位7,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990204,221.83,4,2,2,有,有,28800000,129829,塔式車位,0.0,0,,RPRPMLKLOHPFFEA28CA,78.39,0.0,10.51,
萬華區,房地(土地+建物),臺北市萬華區萬大路486巷59弄1~30號,18.0,住,,,1090418,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0580613,55.94,2,1,1,有,無,7200000,128709,,0.0,0,含增建或未登記建物。;,RPXNMLRLNHPFFBA09DA,55.94,0.0,0.0,
士林區,房地(土地+建物)+車位,臺北市士林區基河路1~30號,57.25,商,,,1090423,土地1建物1車位1,二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041104,387.28,0,0,0,無,有,69980000,193692,坡道平面,32.18,1200000,1.毛胚屋,RPUOMLOJOHPFFEA68CA,197.74,16.67,23.45,
士林區,房地(土地+建物)+車位,臺北市士林區基河路1~30號,58.09,商,,,1090424,土地1建物1車位3,四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041104,448.20000000000005,0,0,0,無,有,73380000,194734,坡道平面,96.54,4900000,毛胚屋,RPVOMLOJOHPFFEA78CA,195.43,16.67,23.45,
士林區,房地(土地+建物),臺北市士林區承德路四段277巷61~90號,33.4,住,,,1090422,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0761211,98.67999999999999,4,3,2,有,無,10000000,101338,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPOPMLOJOHPFFEA18CA,78.84,0.42,7.51,
北投區,房地(土地+建物),臺北市北投區復興一路1~30號,29.52,商,,,1090415,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740809,111.75999999999999,4,3,3,有,無,11000000,98425,,0.0,0,含增建或未登記建物。;,RPTNMLTLNHPFFEA09CA,91.52,0.0,9.33,
北投區,房地(土地+建物),臺北市北投區石牌路一段71巷3弄1~30號,33.75,住,,,1090410,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660912,110.1,1,1,1,有,無,15000000,136240,,0.0,0,,RPROMLSLNHPFFEA88CA,102.26,0.0,7.84,
士林區,房地(土地+建物),臺北市士林區中社路一段61巷1~30號,79.79,住,,,1090412,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640801,103.75,4,2,2,有,無,10800000,104096,,0.0,0,含增建或未登記建物。;,RPQPMLSLNHPFFEA88CA,103.75,0.0,0.0,
北投區,房地(土地+建物),臺北市北投區三合街二段391~420號,12.17,住,,,1090511,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0591030,19.1,0,0,0,無,無,3680000,192670,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOQMLQLNHPFFEA58CA,17.71,0.69,0.69,
北投區,房地(土地+建物)+車位,臺北市北投區中山北路七段219巷3弄271~300號,48.84,住,,,1090427,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960731,126.75,2,2,2,有,有,17500000,138067,坡道機械,0.0,0,,RPXOMLRLNHPFFEA76CA,66.74,2.5,6.52,
北投區,房地(土地+建物),臺北市北投區吉利街331~360號,16.39,住,,,1090426,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030605,81.80000000000001,2,1,1,有,有,16300000,199267,,0.0,0,,RPTNMLOJOHPFFEA48CA,41.14,3.62,4.73,
士林區,房地(土地+建物),臺北市士林區天母東路105巷30弄1~30號,124.52,住,,,1090409,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,0600407,159.68,5,3,2,有,無,27000000,169088,,0.0,0,,RPTOMLMJOHPFFEA38CA,159.68,0.0,0.0,
北投區,房地(土地+建物),臺北市北投區吉利街259巷1~30號,46.0,住,,,1090418,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0651030,119.94,3,2,1,有,無,15200000,126730,,0.0,0,,RPTNMLPLNHPFFEA68CA,119.94,0.0,0.0,
北投區,房地(土地+建物),臺北市北投區中和街382巷2弄1~30號,31.25,住,,,1090422,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670531,91.7,3,2,1,有,無,6500000,70883,,0.0,0,含增建或未登記建物。;,RPUNMLPLNHPFFEA78CA,81.03,0.0,10.67,
士林區,房地(土地+建物),臺北市士林區克強路10巷1~30號,45.3,住,,,1090419,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760616,139.37,3,2,2,有,無,19190000,137691,,0.0,0,,RPQNMLPLNHPFFEA38CA,106.66,2.82,11.66,
士林區,房地(土地+建物),臺北市士林區中山北路七段14巷61弄1~30號,0.31,住,,,1090504,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731121,1.17,4,2,2,有,無,150000,128205,,0.0,0,含增建或未登記建物。;,RPTPMLPLNHPFFEA88CA,0.0,0.0,0.0,
南港區,房地(土地+建物),臺北市南港區忠孝東路七段541~570號,43.06,工,,,1090430,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,,139.99,2,2,1,有,無,16150000,115365,,0.0,0,含增建或未登記建物。;,RPORMLPJOHPFFDA38CA,120.12,4.82,15.05,
信義區,房地(土地+建物),臺北市信義區莊敬路289巷5弄1~30號,14.89,住,,,1090505,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0770824,72.46,3,2,2,有,無,4810000,66381,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLSJOHPFFDA68CA,58.9,0.52,7.2,
內湖區,土地,碧湖段四小段451~480地號,15.13,住,,,1090508,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7321600,483913,,0.0,0,,RPXOMLNLOHPFFCA88CA,0.0,0.0,0.0,
松山區,房地(土地+建物),臺北市松山區八德路二段366巷1~30號,39.0,住,,,1090408,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,,87.84,3,2,1,有,無,16500000,187842,,0.0,0,,RPRPMLSLNHPFFDA88CA,87.84,0.0,0.0,
松山區,房地(土地+建物),臺北市松山區三民路74巷1~30號,21.33,住,,,1090318,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0810413,92.12,2,1,1,有,有,7500000,81416,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLRLNHPFFDA48CA,60.27,6.64,0.0,
南港區,車位,臺北市南港區經貿二路235巷31~60號,0.37,住,,,1090430,土地0建物0車位3,,,其他,,,,101.55,0,0,0,有,有,7120000,,坡道平面,101.55,7120000,,RPVNMLQLNHPFFDA88CA,0.0,0.0,0.0,
